,0
451,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
452,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
453,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
454,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
455,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
456,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
457,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
458,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
459,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
460,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
461,どういう意思決だか発案設計承認フロー通ってバッドデザインというかクソUXが出来上がるのか改善できないのか思索は尽き無い(焦 / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜…” http://htn.to/Skzsyu  #社会 #usability
462,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
誤操作を誘発する目的で設計されたとしか思えないものがあるな……"
463,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
464,"新規サービスの開発に携わり始めて、デザインの大事さを実感。グッドデザインを作れる人は、Web系に限らず、どの業界でも重宝されると思うなぁ。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
465,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
466,"私はNo.2のエレベーターの罠にひっかかったことが何度かある。
そうそう!でっぱってて光ってるからボタンかと思うのよね。
作った人はそういう経験がないんだろうか。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
467,面白い～。でも建築業界では結構あるあるネタやなぁ。設計とクライアントみんなが好き放題口挟んだ結果、誰も責任取らずに後始末を施工者に押し付ける。 / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザ…” http://htn.to/yG6yqX 
468,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 … ホッテントリだから俗っぽい話かと思ったらプロのデザイナーの意見だった。
469,"興味深い

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
470,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
471,"すき。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
472,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
473,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
おもしろかった"
474,"面白かった。３番目がかなしい。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
475,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 … 面白い記事だ。確かに町中にこういうのあるよね。
476,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
477,『全く同じデザインの2枚の連続したドアがあり、手前側がスライド式の自動ドア、奥側が観音開きの手動ドアになっている』 / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌…” http://htn.to/mqFJQN  #デザイン #社会
478,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
479,教訓はものづくり以外にも生かせると思います。良記事＞＞バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
480,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
481,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
482,"デザインとは誰のため、何のためなのかということをしっかり考えさせてくれますね。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
483,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
484,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
485,"いやこれ、ホントにこんなモンがこの世の中に存在してんのか、疑いたくなることばかりだよ！誰も止めなかったわけ？！

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
486,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
487,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
488,本当にひどいなｗ | バッドデザイン賞を勝手にノミネートしてみた-2017年度版 http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
489,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
490,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- http://ift.tt/2k1A9bc 
491,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-
http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
492,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
493,"面白い企画であるw
ぜひ来年も見たい。

若干VOW臭がするネタでもあるw

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
494,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
495,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
496,"乱視案内板が酷すぎるｗ

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
497,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
498,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版-” http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
499,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
500,"成功からも失敗からも学ぶ毎日

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - "
501,はっはっはっはっ◆バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
502,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
503,"""バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -""
 http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
504,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
505,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
506,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
507,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
508,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） 
509,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
510,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …　思ったよりバッドだった
511,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
みなさんすでに読まれているかと思いますが、純粋に面白い記事でした(^^)v"
512,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
513,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
514,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- #SmartNews
最後のドアが一番凶悪なBad Designだなあ…… http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
515,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

#バッドデザイン賞2017 - Togetter"
516,→バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
517,"甲乙つけがたい…！

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
518,"面白いし、ためになったw

バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
519,"最近、乱視になったので良くわかる。)
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
520,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
521,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …　「わかるか！」と思ったときは「どうしてわかりにくかったんだろう」と考えよう，と思ってみた．
522,ははは。自己満足型、手抜き型などユーザーの使い勝手を無視するとこういうことになるのだろうな。RT バッドデザイン賞を勝手にノミネートしてみた-2017年度版 http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
523,"よく見つけたなぁ

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
524,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
525,これ、お名前.c○mの管理画面、○年連続ノミネートとかだな。｜バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） 
526,こういうの、自分で設計してみると難しさが良くわかる。--バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
527,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
528,GUIの本来の意味は、文字を読まなくても絵を見ればわかる事を目指したはず。特に日本でこういうのが多いのは、GUIの意味を理解してないからなのだろうか？／バッドデザイン賞を勝手にノミネートしてみた-2017年度版- http://ow.ly/IrOO30h61EC 
529,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -
http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
530,テプラはあるよなーと思ってみたいたが、2重扉は本当に怖いな / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/v6Z4XY 
531,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
532,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
533,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
534,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/85T1rM2Db9 
535,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
テプラ貼られたら負け。"
536,"面白かった
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
537,２つめのエレベーターはホントに意味不明だな。なんで普通にしなかったんだろ。光る上下がなくても変　／　バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
538,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
539,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
540,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …　面白い視点
541,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
542,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） 
543,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

こういうの好き
最近テプラ貼ってあるの見るとテンション上がるようになった"
544,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
545,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 … 素直に笑えん事例集。公共インフラは設計段階でVR等を使ったレビューを必須にすべきだね。もちろん身体障害者や高齢者、ベビーカー使用者にも参加してもらって。
546,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
547,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
最後の事例が、ずばぬけてバッドなデザインに思う。使う文脈からみてかなり危険。"
548,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
ほんと面白いけど何があるとダメになるかというのがよくわかった"
549,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
550,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
551,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
552,予想以上にひどくて笑えないデザインでした……全部石井マークさんに任せれば良いのに。　バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
553,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
554,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
555,美醜やセンスではなく、実用性における機能不全を指摘している。全件とも納得。／バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
556,"面白かった。デザイナーさんの仕事って大事なんやなと思った！！

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
557,"デザインとは。っていう根本を考えさせられますね……。アイコンはやりすぎても駄目ですし、省きすぎても駄目なんですよね
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
558,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
559,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
560,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
561,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
562,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
デザイン性が悪いだけで無く実害まであるとは"
563,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
564,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

「実用性に疑問のあるデザイン」は、利用する人のことを考えていない展示物のようなものだ"
565,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

これは面白かった。授乳室のアイコンが注射器にしか見えないのはTwitterでも見たね。"
566,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
こういうの自分でもメモしておくようにしよう。"
567,バッドおおおおおおおお>> バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
568,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 … エモみを感じる
569,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
570,"面白かった。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
571,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
あとで読むめも"
572,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

視点がいい…"
573,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
574,"これ本当に必要だと思う。業界団体挙げて毎年大々的にやるべき。
エラーを誘うデザインってホントに危険だもの・・・。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
575,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） 
576,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
577,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

草"
578,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
579,いいところ見てるなー！こういうの日常にあふれていますよね。 / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/QExwR 
580,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） 
581,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
もっと流行していいね"
582,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
583,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
584,おもしろいｗ / 他443コメント http://b.hatena.ne.jp/entry/ddd.entaku-guild.com/entry/bad-design-award-2017#tw?u=Tomato-360 … “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/kwB35vXD 
585,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
586,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
587,442件のコメント http://b.hatena.ne.jp/entry/ddd.entaku-guild.com/entry/bad-design-award-2017#tw?u=benelux … “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/pgdLCf5HE 
588,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
589,"ひどい・・・けど、結構ソフトウェアデザインでもやりがちなやつも混じっていると思う / バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Desi...
http://npx.me/NF0H/HBsl  #NewsPicks"
590,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
591,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
592,色々かんがえさせられたね。（笑いながら）RT＞　バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
593,これはすごい。特に最後の2重ドアは本気で危ない。＞バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
594,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
最後のドア罠過ぎてすごく笑った"
595,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
596,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
